productId,price,productName,showTitle
2025384685568550134,176.0,57级，33黄，女主，18个五星角色:2命刻晴，2命莫娜，1命那维莱特，1命赛诺，1命夜兰，芙宁娜，林尼，纳西妲，提纳里，雷电将军，枫原万叶，七七，琴，迪卢克，玛薇卡，希诺宁，菲林斯，梦见月瑞希，8个五星武器:精1薙草之稻光，精1波乱月白经津，精1和璞鸢，精1狼的末路，精1静水流涌之辉，精1贯虹之槊，精1天空之傲*2  时装:炽绘奇旅，岁夜欢哗，雨化竹身，帆影游风； 纠缠之源0，原石130 圣遗物117 【邮箱实名】【网易邮箱出售】【官方截图】,等级57 黄数33 主角女主 五星角色18 五星武器8 原石130 圣遗物117
2030903426252923009,320.0,"56级，14黄，女主，7个五星角色：2命哥伦比娅, 2命梦见月瑞希, 伊涅芙, 兹白, 瓦雷莎, 七七, 迪卢克，3个五星武器：精1帷间夜曲, 精1支离轮光, 精1天空之翼，1套时装：玲雨听竹，原石 24，圣遗物 1210【邮箱未绑定】【邮箱未绑定】【官方截图】",等级56 黄数14 主角女主 五星角色7 五星武器3 原石24 圣遗物1210 时装数量1
2052991867945875415,85.0,"55级，11黄，男主，6个五星角色：2命雷电将军, 1命神里绫人, 希诺宁, 菲林斯, 提纳里, 刻晴，2个五星武器：精1血染荒城, 精1狼的末路，1套时装：玲雨听竹，原石 56，圣遗物 617【邮箱未实名】【网易邮箱出售】【官方截图】",等级55 黄数11 主角男主 五星角色6 五星武器2 原石56 圣遗物617 时装数量1
2052040159396838782,200.0,"57级，30黄，男主，17个五星角色：3命迪卢克, 2命提纳里, 1命莫娜, 玛薇卡, 茜特菈莉, 希诺宁, 荒泷一斗, 钟离, 温迪, 艾尔海森, 珊瑚宫心海, 枫原万叶, 八重神子, 神里绫华, 梦见月瑞希, 七七, 刻晴，7个五星武器：精1终末嗟叹之诗, 精1裁叶萃光, 精1天空之翼, 精1狼的末路, 精1雾切之回光, 精1赤月之形, 精1天空之傲，4套时装：岁夜欢哗, 雨化竹身, 极夜真梦, 叶隐芳名，原石 0，圣遗物 366【邮箱未绑定】【邮箱未绑定】【官方截图】",等级57 黄数30 主角男主 五星角色17 五星武器7 圣遗物366 时装数量4
1997893281955913014,230.0,"60级，50黄，女主，27个五星角色：3命提纳里, 2命刻晴, 2命莫娜, 2命琴, 1命芙宁娜, 阿蕾奇诺, 夜兰, 枫原万叶, 希诺宁, 恰斯卡, 闲云, 八重神子, 雷电将军, 艾梅莉埃, 纳西妲, 希格雯, 那维莱特, 妮露, 神里绫人, 珊瑚宫心海, 宵宫, 胡桃, 温迪, 千织, 七七, 基尼奇, 迪希雅，12个五星武器：精2天空之翼, 精1狼的末路, 精1万世流涌大典, 精1有乐御簾切, 精1图莱杜拉的回忆, 精1圣显之钥, 精1天空之卷, 精1天空之刃, 精1阿莫斯之弓, 精1赤沙之杖, 精1天空之脊, 精1护摩之杖，5套时装：帆影游风, 雨化竹身, 叶隐芳名, 倩影游侠, 岁夜欢哗，原石 14，圣遗物 628【QQ邮箱出售】【QQ邮箱】【官方截图】",等级60 黄数50 主角女主 五星角色27 五星武器12 原石14 圣遗物628 时装数量5
2056386088960672781,320.0,"60级，60黄，女主，28个五星角色：3命琴, 2命菲林斯, 2命迪卢克, 2命刻晴, 1命胡桃, 1命七七, 1命莫娜, 1命迪希雅, 流浪者, 夜兰, 珊瑚宫心海, 钟离, 枫原万叶, 申鹤, 神里绫华, 克洛琳德, 雷电将军, 纳西妲, 芙宁娜, 宵宫, 可莉, 闲云, 八重神子, 提纳里, 奈芙尔, 哥伦比娅, 埃洛伊, 梦见月瑞希，19个五星武器：精2飞雷之弦振, 精1飞雷之弦振, 精1终末嗟叹之诗, 精1天空之翼, 精1天空之脊, 精1千夜浮梦, 精1金流监督, 精1阿莫斯之弓, 精1四风原典, 精1天空之卷, 精1血染荒城, 精1息灾, 精1阿莫斯之弓, 精1护摩之杖, 精1天空之刃, 精1天空之翼, 精1有乐御簾切, 精1碧落之珑, 精1无工之剑，7套时装：极夜真梦, 叶隐芳名, 玲雨听竹, 花时来信, 冷花幽露, 纱中幽兰, 雨化竹身，原石 590，圣遗物 317【邮箱未实名】【网易邮箱出售】【官方截图】",等级60 黄数60 主角女主 五星角色28 五星武器19 原石590 圣遗物317 时装数量7
2051878198558951150,800.0,"60级，65黄，女主，33个五星角色：3命提纳里, 2命琴, 2命七七, 1命夜兰, 1命胡桃, 1命莫娜, 玛薇卡, 希诺宁, 枫原万叶, 钟离, 茜特菈莉, 菲林斯, 哥伦比娅, 芙宁娜, 阿蕾奇诺, 娜维娅, 闲云, 丝柯克, 甘雨, 神里绫华, 伊涅芙, 克洛琳德, 八重神子, 雷电将军, 刻晴, 菈乌玛, 纳西妲, 那维莱特, 妮露, 宵宫, 梦见月瑞希, 迪卢克, 迪希雅，21个五星武器：精2若水, 精1猎人之径, 精1薙草之稻光, 精1天空之刃, 精1飞雷之弦振, 精1和璞鸢, 精1四风原典, 精1护摩之杖, 精1赤月之形, 精1阿莫斯之弓, 精1焚曜千阳, 精1天空之傲, 精1冲浪时光, 精1赦罪, 精1风鹰剑, 精1支离轮光, 精1风鹰剑, 精1天空之卷, 精1赤沙之杖, 精1岩峰巡歌, 精1山王长牙，6套时装：炽绘奇旅, 倩影游侠, 岁夜欢哗, 雨化竹身, 极夜真梦, 玲雨听竹，原石 30909，圣遗物 540【邮箱未绑定】【邮箱未绑定】【官方截图】",等级60 黄数65 主角女主 五星角色33 五星武器21 原石30909 圣遗物540 时装数量6
2056426015785913927,260.0,"58级，28黄，女主，11个五星角色：3命琴, 2命恰斯卡, 2命刻晴, 2命提纳里, 玛薇卡, 茜特菈莉, 菈乌玛, 钟离, 丝柯克, 哥伦比娅, 梦见月瑞希，8个五星武器：精1若水, 精1四风原典, 精1阿莫斯之弓, 精1帷间夜曲, 精1祭星者之望, 精1焚曜千阳, 精1天空之卷, 精1阿莫斯之弓，2套时装：炽绘奇旅, 玲雨听竹，原石 128，圣遗物 544【邮箱未绑定】【邮箱未绑定】【官方截图】",等级58 黄数28 主角女主 五星角色11 五星武器8 原石128 圣遗物544 时装数量2
2051387085702038180,3000.0,"60级，99黄，女主，35个五星角色：满命玛薇卡, 满命提纳里, 5命莫娜, 3命迪卢克, 2命茜特菈莉, 2命芙宁娜, 2命丝柯克, 2命纳西妲, 2命夜兰, 2命杜林, 2命七七, 1命兹白, 1命那维莱特, 1命妮露, 1命梦见月瑞希, 1命琴, 1命刻晴, 枫原万叶, 希诺宁, 阿蕾奇诺, 钟离, 闲云, 流浪者, 魈, 温迪, 爱可菲, 克洛琳德, 八重神子, 雷电将军, 艾尔海森, 哥伦比娅, 珊瑚宫心海, 达达利亚, 宵宫, 迪希雅，24个五星武器：精1黎明破晓之史, 精1千夜浮梦, 精1黑蚀, 精1最初的大魔术, 精1神乐之真意, 精1苍耀, 精1若水, 精1赤月之形, 精1赦罪, 精1冬极白星, 精1薙草之稻光, 精1裁叶萃光, 精1帷间夜曲, 精1和璞鸢, 精1圣显之钥, 精1万世流涌大典, 精1天空之脊, 精1风鹰剑, 精1金流监督, 精1焚曜千阳, 精1天空之刃, 精1天空之脊, 精1千夜浮梦, 精1和璞鸢，7套时装：岁夜欢哗, 雨化竹身, 静暇雅宴, 帆影游风, 叶隐芳名, 炽绘奇旅, 玲雨听竹，纠缠之源 31，原石 28，圣遗物 2397【邮箱未绑定】【邮箱未绑定】【官方截图】",等级60 黄数99 主角女主 五星角色35 五星武器24 纠缠之源31 原石28 圣遗物2397 时装数量7
2052316818309953243,2000.0,"60级，97黄，男主，29个五星角色：满命夜兰, 满命七七, 满命迪卢克, 3命刻晴, 3命梦见月瑞希, 2命杜林, 2命枫原万叶, 2命玛薇卡, 2命希诺宁, 2命丝柯克, 2命茜特菈莉, 2命雷电将军, 2命哥伦比娅, 2命芙宁娜, 2命琴, 2命迪希雅, 1命胡桃, 1命提纳里, 1命莫娜, 法尔伽, 兹白, 钟离, 爱可菲, 纳西妲, 阿蕾奇诺, 闲云, 甘雨, 珊瑚宫心海, 埃洛伊，19个五星武器：精2天空之脊, 精1最初的大魔术, 精1息灾, 精1岩峰巡歌, 精1若水, 精1和璞鸢, 精1天空之刃, 精1阿莫斯之弓, 精1风鹰剑, 精1千夜浮梦, 精1护摩之杖, 精1阿莫斯之弓, 精1四风原典, 精1焚曜千阳, 精1和璞鸢, 精1赤月之形, 精1黑蚀, 精1薙草之稻光, 精1苍耀，10套时装：叶隐芳名, 极夜真梦, 帆影游风, 炽绘奇旅, 岁夜欢哗, 静暇雅宴, 纱中幽兰, 雨化竹身, 玲雨听竹, 倩影游侠，原石 325，圣遗物 1590【邮箱未实名】【网易邮箱出售】【官方截图】",等级60 黄数97 主角男主 五星角色29 五星武器19 原石325 圣遗物1590 时装数量10
