productId,price,productName,showTitle,gameName,createTime
2048987482440750134,1899.0,"60级，70黄，男主，25个五星角色：满命玛薇卡, 满命提纳里, 4命刻晴, 2命琴, 2命七七, 2命那维莱特, 2命迪希雅, 2命胡桃, 1命珊瑚宫心海, 1命莫娜, 希诺宁, 娜维娅, 钟离, 流浪者, 枫原万叶, 丝柯克, 雷电将军, 奈芙尔, 菈乌玛, 纳西妲, 哥伦比娅, 芙宁娜, 妮露, 夜兰, 迪卢克，17个五星武器：精1若水, 精1和璞鸢, 精1静水流涌之辉, 精1天空之翼, 精1天空之脊, 精1波乱月白经津, 精1天空之翼, 精1护摩之杖, 精1帷间夜曲, 精1真语秘匣, 精1焚曜千阳, 精1四风原典, 精1狼的末路, 精1天空之卷, 精1天空之傲, 精1薙草之稻光, 精1苍耀，11套时装：叶隐芳名, 帆影游风, 炽绘奇旅, 岁夜欢哗, 莘露的赠礼, 静暇雅宴, 琪花星烛, 宿雪桃红, 雨化竹身, 玲雨听竹, 倩影游侠，纠缠之源 414，原石 145，圣遗物 2388【邮箱未绑定】【邮箱未绑定】【官方截图】",等级60 黄数70 主角男主 五星角色25 五星武器17 纠缠之源414 原石145 圣遗物2388 时装数量11,原神,2026-03-07 19:48:56
2063749813698972484,150.0,"50级，7黄，女主，5个五星角色：哥伦比娅, 伊涅芙, 茜特菈莉, 迪卢克, 提纳里，2个五星武器：精1帷间夜曲, 精1支离轮光，1套时装：玲雨听竹，纠缠之源 60，原石 760，圣遗物 704【邮箱未实名】【网易邮箱出售】【官方截图】",等级50 黄数7 主角女主 五星角色5 五星武器2 纠缠之源60 原石760 圣遗物704 时装数量1,原神,2026-03-15 23:20:59
2060854608610064655,130.0,"55级，14黄，女主，10个五星角色：1命提纳里, 1命流浪者, 哥伦比娅, 伊涅芙, 八重神子, 雷电将军, 琴, 刻晴, 梦见月瑞希, 迪卢克，2个五星武器：精1图莱杜拉的回忆, 精1和璞鸢，1套时装：玲雨听竹，原石 19，圣遗物 520【邮箱未绑定】【邮箱未绑定】【官方截图】",等级55 黄数14 主角女主 五星角色10 五星武器2 原石19 圣遗物520 时装数量1,原神,2026-03-14 09:00:05
2063283488195216789,80.0,"55级，17黄，女主，14个五星角色：1命刻晴, 1命迪卢克, 芙宁娜, 雷电将军, 克洛琳德, 胡桃, 玛薇卡, 莫娜, 迪希雅, 七七, 提纳里, 菲林斯, 梦见月瑞希, 埃洛伊，2个五星武器：精1天空之脊, 精1风鹰剑，2套时装：叶隐芳名, 岁夜欢哗，原石 127，圣遗物 49【邮箱已注销】【邮箱未绑定】【官方截图】",等级55 黄数17 主角女主 五星角色14 五星武器2 原石127 圣遗物49 时装数量2,原神,2026-03-15 17:10:23
2063713134018792038,1700.0,"60级，216黄，女主，46个五星角色：满命钟离, 满命艾尔海森, 满命夜兰, 满命达达利亚, 满命琴, 满命七七, 满命刻晴, 满命提纳里, 满命神里绫人, 满命莫娜, 满命迪卢克, 4命莱欧斯利, 4命枫原万叶, 3命那维莱特, 3命迪希雅, 2命芙宁娜, 2命阿贝多, 2命雷电将军, 2命纳西妲, 1命流浪者, 1命魈, 1命申鹤, 1命甘雨, 1命神里绫华, 1命白术, 1命阿蕾奇诺, 1命宵宫, 1命胡桃, 哥伦比娅, 珊瑚宫心海, 法尔伽, 娜维娅, 荒泷一斗, 恰斯卡, 闲云, 温迪, 丝柯克, 优菈, 赛诺, 八重神子, 基尼奇, 林尼, 可莉, 兹白, 梦见月瑞希, 埃洛伊，50个五星武器：精5阿莫斯之弓, 精4尘世之锁, 精4贯虹之槊, 精4无工之剑, 精3天空之翼, 精3和璞鸢, 精3狼的末路, 精3天空之脊, 精2天空之翼, 精2裁叶萃光, 精2天空之傲, 精1飞雷之弦振, 精1四风原典, 精1若水, 精1天空之卷, 精1若水, 精1天空之卷, 精1冬极白星, 精1万世流涌大典, 精1赤沙之杖, 精1终末嗟叹之诗, 精1金流监督, 精1薙草之稻光, 精1终末嗟叹之诗, 精1碧落之珑, 精1薙草之稻光, 精1终末嗟叹之诗, 精1和璞鸢, 精1苍古自由之誓, 精1狼的末路, 精1天空之刃, 精1静水流涌之辉, 精1天空之刃, 精1天空之脊, 精1风鹰剑, 精1护摩之杖, 精1波乱月白经津, 精1护摩之杖, 精1狼的末路, 精1护摩之杖, 精1雾切之回光, 精1天空之脊, 精1斫峰之刃, 精1狼的末路, 精1天空之傲, 精1阿莫斯之弓, 精1天空之卷, 精1天空之傲, 精1阿莫斯之弓, 精1天空之脊，11套时装：殷红终夜, 倩影游侠, 岁夜欢哗, 帆影游风, 极夜真梦, 叶隐芳名, 纱中幽兰, 闪耀协奏, 雨化竹身, 莘露的赠礼, 玲雨听竹，原石 3，圣遗物 1332【QQ邮箱不出售】【QQ邮箱】【官方截图】",等级60 黄数216 主角女主 五星角色46 五星武器50 原石3 圣遗物1332 时装数量11,原神,2026-03-15 22:51:50
2063273443901624969,460.0,"60级，43黄，女主，23个五星角色：2命玛薇卡, 2命梦见月瑞希, 2命提纳里, 2命迪希雅, 2命琴, 2命七七, 1命荒泷一斗, 兹白, 哥伦比娅, 芙宁娜, 希诺宁, 娜维娅, 恰斯卡, 枫原万叶, 丝柯克, 爱可菲, 茜特菈莉, 伊涅芙, 克洛琳德, 雷电将军, 夜兰, 莫娜, 刻晴，7个五星武器：精1帷间夜曲, 精1祭星者之望, 精1和璞鸢, 精1天空之脊, 精1焚曜千阳, 精1裁叶萃光, 精1和璞鸢，3套时装：倩影游侠, 炽绘奇旅, 岁夜欢哗，原石 79，圣遗物 1064【邮箱不出售】【邮箱不出售】【官方截图】",等级60 黄数43 主角女主 五星角色23 五星武器7 原石79 圣遗物1064 时装数量3,原神,2026-03-15 17:02:24
2057810933187710134,2817.0,"60级，105黄，男主，28个五星角色：满命那维莱特, 满命恰斯卡, 4命琴, 4命七七, 3命迪卢克, 3命梦见月瑞希, 2命哥伦比娅, 2命雷电将军, 2命芙宁娜, 2命阿蕾奇诺, 2命闲云, 2命希诺宁, 2命菲林斯, 2命莫娜, 2命刻晴, 2命迪希雅, 1命八重神子, 1命提纳里, 1命夜兰, 1命神里绫华, 伊涅芙, 丝柯克, 爱可菲, 瓦雷莎, 纳西妲, 娜维娅, 枫原万叶, 温迪，24个五星武器：精3风鹰剑, 精2血染荒城, 精1星鹫赤羽, 精1千夜浮梦, 精1狼的末路, 精1若水, 精1苍耀, 精1终末嗟叹之诗, 精1香韵奏者, 精1岩峰巡歌, 精1帷间夜曲, 精1赤月之形, 精1苍古自由之誓, 精1溢彩心念, 精1薙草之稻光, 精1鹤鸣余音, 精1息灾, 精1冲浪时光, 精1万世流涌大典, 精1裁断, 精1天空之卷, 精1山王长牙, 精1天空之傲, 精1天空之傲，5套时装：玲雨听竹, 莘露的赠礼, 炽绘奇旅, 宿雪桃红, 岁夜欢哗，纠缠之源 42，原石 3497，圣遗物 1214【邮箱未绑定】【邮箱未绑定】【官方截图】",等级60 黄数105 主角男主 五星角色28 五星武器24 纠缠之源42 原石3497 圣遗物1214 时装数量5,原神,2026-03-12 16:41:11
2061175810539560479,180.0,"60级，50黄，女主，21个五星角色：4命迪卢克, 4命莫娜, 3命刻晴, 2命雷电将军, 枫原万叶, 那维莱特, 魈, 温迪, 琴, 申鹤, 甘雨, 神里绫华, 纳西妲, 夜兰, 珊瑚宫心海, 达达利亚, 胡桃, 荒泷一斗, 提纳里, 埃洛伊, 玛拉妮，17个五星武器：精1阿莫斯之弓, 精1薙草之稻光, 精1天空之卷, 精1天空之翼, 精1贯虹之槊, 精1天空之脊, 精1天空之翼, 精1护摩之杖, 精1裁断, 精1不灭月华, 精1天空之傲, 精1四风原典, 精1天空之刃, 精1天空之卷, 精1无工之剑, 精1阿莫斯之弓, 精1赤沙之杖，四星角色：5命班尼特，3套时装：闪耀协奏, 纱中幽兰, 叶隐芳名，原石 745，圣遗物 1496【邮箱不出售】【邮箱不出售】【官方截图】",等级60 黄数50 主角女主 五星角色21 五星武器17 原石745 圣遗物1496 时装数量3,原神,2026-03-14 13:15:21
2047011544924261530,3600.0,"60级，222黄，女主，44个五星角色：满命妮露, 满命荒泷一斗, 满命魈, 满命莱欧斯利, 满命申鹤, 满命神里绫华, 满命八重神子, 满命艾尔海森, 满命七七, 满命迪希雅, 满命琴, 满命刻晴, 满命迪卢克, 4命菈乌玛, 4命提纳里, 4命可莉, 2命哥伦比娅, 2命恰斯卡, 2命芙宁娜, 2命娜维娅, 2命枫原万叶, 2命温迪, 2命雷电将军, 2命纳西妲, 2命夜兰, 2命莫娜, 1命那维莱特, 1命梦见月瑞希, 菲林斯, 伊涅芙, 钟离, 丝柯克, 杜林, 希诺宁, 阿贝多, 爱可菲, 瓦雷莎, 克洛琳德, 奈芙尔, 白术, 珊瑚宫心海, 达达利亚, 玛薇卡, 宵宫，39个五星武器：精5金流监督, 精5千夜浮梦, 精5神乐之真意, 精5圣显之钥, 精4冬极白星, 精3和璞鸢, 精2息灾, 精2终末嗟叹之诗, 精2裁叶萃光, 精2阿莫斯之弓, 精2风鹰剑, 精2天空之刃, 精1星鹫赤羽, 精1万世流涌大典, 精1薙草之稻光, 精1若水, 精1裁断, 精1天空之翼, 精1尘世之锁, 精1赤角石溃杵, 精1帷间夜曲, 精1四风原典, 精1赦罪, 精1真语秘匣, 精1血染荒城, 精1静水流涌之辉, 精1雾切之回光, 精1千夜浮梦, 精1苍古自由之誓, 精1贯虹之槊, 精1天空之卷, 精1天空之脊, 精1和璞鸢, 精1天空之傲, 精1纺夜天镜, 精1息灾, 精1黎明破晓之史, 精1苍耀, 精1黑蚀，10套时装：叶隐芳名, 帆影游风, 花时来信, 雨化竹身, 极夜真梦, 冷花幽露, 纱中幽兰, 琪花星烛, 玲雨听竹, 岁夜欢哗，纠缠之源 6，原石 2192，圣遗物 539【邮箱不出售】【邮箱不出售】【官方截图】",等级60 黄数222 主角女主 五星角色44 五星武器39 纠缠之源6 原石2192 圣遗物539 时装数量10,原神,2026-03-06 17:38:36
2039455275991233493,130.0,"55级，7黄，男主，4个五星角色：1命奈芙尔, 阿蕾奇诺, 刻晴, 迪希雅，2个五星武器：精1真语秘匣, 精1天空之翼，1套时装：玲雨听竹，纠缠之源 34，原石 1385，圣遗物 310【邮箱未绑定】【邮箱未绑定】【官方截图】",等级55 黄数7 主角男主 五星角色4 五星武器2 纠缠之源34 原石1385 圣遗物310 时装数量1,原神,2026-03-02 13:33:25
